Data Source in SDW: https://sdw.ecb.europa.eu/browseSelection.do?org.apache.struts.taglib.html.TOKEN=a84d6d4e363935007adfef754b21c2a0&df=true&ec=&dc=&oc=&pb=&rc=&DATASET=1&removeItem=&removedItemList=&mergeFilter=&activeTab=YC&showHide=&MAX_DOWNLOAD_SERIES=500&SERIES_MAX_NUM=50&node=9691417&legendRef=reference&legendPub=published&legendNor=
,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_10Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_11Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_12Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_13Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_14Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_15Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_16Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_17Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_18Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_19Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_1Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_20Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_21Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_22Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_23Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_24Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_25Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_26Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_27Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_28Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_29Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_2Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_30Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_3M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_3Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_4Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_5Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_6M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_6Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_7Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_8Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_9Y
2008-06-16,4.776331,4.789405,4.801321,4.812008,4.821517,4.829959,4.837460,4.844142,4.850117,4.855484,4.539553,4.860325,4.864711,4.868702,4.872347,4.875690,4.878766,4.881606,4.884235,4.886677,4.888951,4.713764,4.891072,4.123475,4.738499,4.730602,4.724605,4.306528,4.726906,4.735832,4.748444,4.762424
2008-06-13,4.755698,4.777831,4.797550,4.814983,4.830358,4.843929,4.855943,4.866623,4.876161,4.884720,4.461695,4.892436,4.899426,4.905784,4.911591,4.916917,4.921816,4.926339,4.930528,4.934417,4.938038,4.604433,4.941418,4.098935,4.625051,4.626632,4.635621,4.260698,4.654157,4.678561,4.705099,4.731264
2008-06-12,4.731635,4.759087,4.783555,4.805194,4.824287,4.841149,4.856083,4.869363,4.881225,4.891873,4.445438,4.901474,4.910171,4.918084,4.925312,4.931939,4.938037,4.943667,4.948880,4.953721,4.958228,4.574347,4.962435,4.068906,4.580302,4.574929,4.583614,4.240130,4.605888,4.635993,4.668883,4.701331
2008-06-11,4.680647,4.709789,4.735610,4.758346,4.778341,4.795959,4.811537,4.825373,4.837724,4.848803,4.433033,4.858790,4.867834,4.876062,4.883577,4.890467,4.896807,4.902659,4.908078,4.913111,4.917796,4.535464,4.922169,4.061524,4.523492,4.511101,4.519306,4.235120,4.543961,4.577244,4.613182,4.648230
2008-06-10,4.659612,4.683702,4.705084,4.723919,4.740480,4.755066,4.767957,4.779404,4.789618,4.798778,4.479272,4.807035,4.814511,4.821311,4.827522,4.833217,4.838456,4.843293,4.847771,4.851930,4.855802,4.590927,4.859416,4.043279,4.566589,4.540248,4.536513,4.248451,4.551181,4.575925,4.604426,4.632943
2008-06-09,4.607948,4.629621,4.649272,4.666828,4.682414,4.696229,4.708494,4.719416,4.729182,4.737951,4.535732,4.745862,4.753030,4.759552,4.765510,4.770973,4.776000,4.780641,4.784939,4.788930,4.792646,4.655863,4.796114,4.017447,4.606766,4.553176,4.527565,4.262511,4.526416,4.540218,4.561277,4.584741
2008-06-06,4.556465,4.586205,4.613204,4.637383,4.658903,4.678024,4.695033,4.710205,4.723787,4.735995,4.501842,4.747016,4.757006,4.766099,4.774408,4.782028,4.789041,4.795516,4.801512,4.807080,4.812264,4.587073,4.817103,4.022056,4.519731,4.459802,4.435483,4.253204,4.440093,4.461964,4.492018,4.524564
2008-06-05,4.579448,4.625533,4.668208,4.707102,4.742238,4.773844,4.802239,4.827763,4.850751,4.871508,4.392403,4.890310,4.907398,4.922980,4.937237,4.950326,4.962379,4.973513,4.983827,4.993408,5.002329,4.501077,5.010657,3.937245,4.454509,4.406012,4.389946,4.150460,4.404018,4.437993,4.482523,4.531029
2008-06-04,4.517390,4.569951,4.617576,4.660306,4.698464,4.732493,4.762868,4.790040,4.814423,4.836382,4.198006,4.856233,4.874247,4.890657,4.905660,4.919426,4.932099,4.943801,4.954639,4.964705,4.974078,4.269096,4.982826,3.887509,4.244749,4.230747,4.246687,4.034179,4.286758,4.340805,4.400509,4.460408
2008-06-03,4.562456,4.615438,4.663703,4.707189,4.746151,4.780987,4.812143,4.840058,4.865137,4.887742,4.234798,4.908191,4.926757,4.943676,4.959149,4.973348,4.986420,4.998494,5.009676,5.020062,5.029734,4.325466,5.038761,3.883567,4.303828,4.286944,4.298979,4.047558,4.335766,4.387568,4.446008,4.505415
2008-06-02,4.503613,4.554426,4.600414,4.641639,4.678427,4.711217,4.740471,4.766631,4.790100,4.811230,4.179261,4.830329,4.847659,4.863443,4.877874,4.891113,4.903301,4.914555,4.924978,4.934658,4.943672,4.248273,4.952085,3.894824,4.229847,4.220559,4.238685,4.028505,4.279001,4.332125,4.390309,4.448441
2008-05-30,4.518585,4.567861,4.612577,4.652740,4.688630,4.720653,4.749245,4.774828,4.797788,4.818466,4.196946,4.837160,4.854125,4.869579,4.883709,4.896673,4.908608,4.919629,4.929836,4.939316,4.948143,4.281174,4.956382,3.881163,4.264958,4.253224,4.267615,4.028171,4.304198,4.354025,4.409436,4.465285
2008-05-29,4.567346,4.618047,4.664435,4.706379,4.744068,4.777843,4.808104,4.835254,4.859671,4.881696,4.197546,4.901631,4.919738,4.936244,4.951341,4.965198,4.977958,4.989743,5.000659,5.010798,5.020239,4.307342,5.029052,3.866230,4.306581,4.301048,4.316620,4.016643,4.352547,4.401580,4.456745,4.513029
2008-05-28,4.477584,4.529272,4.576568,4.619343,4.657787,4.692247,4.723127,4.750836,4.775759,4.798243,4.146445,4.818595,4.837082,4.853934,4.869350,4.883499,4.896527,4.908560,4.919706,4.930059,4.939700,4.223128,4.948699,3.879504,4.212660,4.205177,4.221184,4.002483,4.258193,4.308435,4.364789,4.422205
2008-05-27,4.432040,4.484225,4.531975,4.575154,4.613955,4.648729,4.679886,4.707841,4.732982,4.755661,4.134206,4.776189,4.794835,4.811831,4.827378,4.841648,4.854787,4.866923,4.878164,4.888605,4.898327,4.195409,4.907403,3.880891,4.174942,4.161950,4.175348,3.999398,4.211409,4.261567,4.318243,4.376142
2008-05-26,4.416187,4.468223,4.515971,4.559238,4.598180,4.633121,4.664457,4.692592,4.717909,4.740755,4.145151,4.761440,4.780233,4.797367,4.813041,4.827429,4.840678,4.852915,4.864251,4.874780,4.884584,4.203011,4.893737,3.886807,4.176394,4.157778,4.166877,4.008242,4.199921,4.248081,4.303504,4.360670
2008-05-23,4.393669,4.446189,4.494739,4.538991,4.579004,4.615039,4.647449,4.676614,4.702903,4.726660,4.147100,4.748191,4.767768,4.785626,4.801971,4.816978,4.830801,4.843571,4.855401,4.866390,4.876624,4.204836,4.886177,3.886694,4.174399,4.150335,4.154120,4.008848,4.182889,4.228082,4.281760,4.338173
2008-05-22,4.430062,4.483649,4.532709,4.577102,4.617017,4.652808,4.684892,4.713689,4.739595,4.762970,4.129639,4.784132,4.803356,4.820881,4.836914,4.851630,4.865180,4.877697,4.889290,4.900059,4.910087,4.183687,4.919447,3.894019,4.162569,4.150696,4.165615,4.004686,4.203261,4.255006,4.313253,4.372686
2008-05-21,4.402812,4.457256,4.507000,4.551959,4.592355,4.628564,4.661013,4.690134,4.716330,4.739965,4.080602,4.761361,4.780797,4.798516,4.814725,4.829603,4.843302,4.855956,4.867677,4.878564,4.888703,4.120241,4.898166,3.899617,4.105333,4.102573,4.124869,3.985037,4.167649,4.222802,4.283318,4.344310
2008-05-20,4.346337,4.403043,4.454618,4.501077,4.542718,4.579973,4.613315,4.643206,4.670073,4.694301,4.019385,4.716224,4.736134,4.754280,4.770877,4.786109,4.800135,4.813088,4.825087,4.836231,4.846608,4.034168,4.856295,3.889446,4.015914,4.017492,4.046137,3.953228,4.095109,4.155604,4.220502,4.285018
2008-05-19,4.350029,4.407394,4.459499,4.506390,4.548393,4.585954,4.619558,4.649677,4.676746,4.701151,4.004291,4.723233,4.743286,4.761562,4.778277,4.793618,4.807742,4.820787,4.832870,4.844093,4.854543,4.019257,4.864298,3.881599,4.004642,4.010131,4.042051,3.941793,4.093553,4.155950,4.222275,4.287874
2008-05-16,4.352633,4.410032,4.462427,4.509768,4.552308,4.590447,4.624635,4.655325,4.682940,4.707860,4.008420,4.730424,4.750925,4.769616,4.786716,4.802413,4.816867,4.830219,4.842587,4.854075,4.864772,4.033534,4.874758,3.868559,4.020638,4.024063,4.052795,3.935626,4.101284,4.161346,4.226108,4.290826
2008-05-15,4.385564,4.446114,4.500618,4.549315,4.592684,4.631292,4.665712,4.696479,4.724073,4.748915,4.005838,4.771367,4.791739,4.810294,4.827257,4.842821,4.857147,4.870377,4.882630,4.894009,4.904605,4.018135,4.914495,3.863560,3.999936,4.007645,4.045898,3.934668,4.105255,4.175303,4.248256,4.319225
2008-05-14,4.327162,4.388749,4.444303,4.494032,4.538394,4.577940,4.613235,4.644813,4.673153,4.698680,3.956342,4.721759,4.742706,4.761790,4.779239,4.795249,4.809989,4.823600,4.836207,4.847916,4.858818,3.949225,4.868995,3.869075,3.930563,3.941155,3.981840,3.915288,4.042808,4.113987,4.187901,4.259825
2008-05-13,4.287559,4.347797,4.401275,4.448540,4.490278,4.527193,4.559940,4.589102,4.615185,4.638617,3.924977,4.659764,4.678930,4.696374,4.712313,4.726931,4.740384,4.752805,4.764306,4.774988,4.784933,3.886722,4.794215,3.871621,3.858568,3.872856,3.922098,3.906563,3.991591,4.069174,4.146915,4.220393
2008-05-12,4.221127,4.281844,4.335288,4.382213,4.423445,4.459775,4.491914,4.520476,4.545985,4.568878,3.867639,4.589522,4.608223,4.625239,4.640782,4.655035,4.668150,4.680257,4.691469,4.701881,4.711574,3.790727,4.720622,3.884153,3.755673,3.775595,3.833639,3.890517,3.911193,3.994880,4.076726,4.152677
2008-05-09,4.223707,4.284071,4.336397,4.381810,4.421371,4.456011,4.486517,4.513542,4.537624,4.559204,3.848429,4.578644,4.596243,4.612247,4.626863,4.640262,4.652590,4.663970,4.674508,4.684293,4.693403,3.739512,4.701906,3.886125,3.698453,3.729071,3.802547,3.889207,3.893823,3.987383,4.075285,4.154290
2008-05-08,4.286411,4.344152,4.394339,4.437984,4.476061,4.509437,4.538850,4.564921,4.588161,4.608990,3.874085,4.627757,4.644748,4.660200,4.674312,4.687250,4.699154,4.710143,4.720318,4.729767,4.738564,3.802754,4.746774,3.887412,3.781165,3.816684,3.887718,3.895798,3.973929,4.062112,4.145221,4.220234
2008-05-07,4.352835,4.410792,4.461457,4.505721,4.544475,4.578533,4.608606,4.635299,4.659115,4.680475,3.881874,4.699729,4.717165,4.733026,4.747513,4.760796,4.773018,4.784301,4.794748,4.804450,4.813483,3.840991,4.821914,3.896054,3.841710,3.886737,3.959639,3.898266,4.044620,4.130961,4.212632,4.286861
2008-05-06,4.295405,4.353969,4.405357,4.450380,4.489883,4.524655,4.555393,4.582698,4.607074,4.628946,3.866208,4.648666,4.666528,4.682779,4.697623,4.711233,4.723757,4.735319,4.746026,4.755968,4.765224,3.810820,4.773864,3.899390,3.801812,3.839737,3.907653,3.893948,3.989436,4.073991,4.154904,4.229067
2008-05-05,4.335685,4.391293,4.440479,4.483842,4.522068,4.555834,4.585762,4.612396,4.636205,4.657589,3.917949,4.676882,4.694365,4.710276,4.724812,4.738143,4.750411,4.761737,4.772225,4.781965,4.791033,3.896489,4.799497,3.895120,3.894020,3.925897,3.983578,3.911974,4.055000,4.130666,4.204533,4.273339
2008-05-02,4.364595,4.422727,4.474883,4.521416,4.562841,4.599722,4.632612,4.662022,4.688409,4.712170,3.907016,4.733650,4.753143,4.770901,4.787137,4.802034,4.815748,4.828413,4.840142,4.851036,4.861179,3.906987,4.870648,3.881143,3.919390,3.956694,4.014249,3.895700,4.083681,4.157635,4.230943,4.300467
2008-04-30,4.318280,4.377845,4.430689,4.477393,4.518648,4.555151,4.587545,4.616402,4.642219,4.665417,3.891177,4.686355,4.705335,4.722611,4.738397,4.752875,4.766199,4.778502,4.789894,4.800474,4.810324,3.856624,4.819518,3.895622,3.851477,3.884572,3.945167,3.900723,4.020370,4.100266,4.178538,4.251722
2008-04-29,4.355441,4.418924,4.475613,4.525994,4.570702,4.610405,4.645741,4.677290,4.705563,4.731001,3.886637,4.753981,4.774827,4.793810,4.811162,4.827081,4.841733,4.855263,4.867794,4.879431,4.890267,3.862543,4.900380,3.888180,3.865338,3.903028,3.966466,3.892966,4.044116,4.126747,4.208231,4.285030
2008-04-28,4.390121,4.454211,4.511649,4.562839,4.608364,4.648860,4.684950,4.717203,4.746127,4.772166,3.914125,4.795699,4.817052,4.836501,4.854282,4.870596,4.885613,4.899481,4.912324,4.924253,4.935360,3.905612,4.945727,3.882786,3.910240,3.945370,4.005629,3.901557,4.080779,4.161862,4.242639,4.319362
2008-04-25,4.354501,4.418219,4.475549,4.526788,4.572450,4.613127,4.649417,4.681874,4.710998,4.737228,3.931793,4.760940,4.782460,4.802065,4.819990,4.836437,4.851578,4.865560,4.878510,4.890537,4.901737,3.920173,4.912190,3.880672,3.912168,3.934946,3.985719,3.909586,4.054321,4.131168,4.209342,4.284553
2008-04-24,4.350846,4.413302,4.469247,4.519061,4.563317,4.602646,4.637665,4.668938,4.696968,4.722189,3.931030,4.744975,4.765645,4.784468,4.801675,4.817459,4.831989,4.845405,4.857830,4.869370,4.880114,3.918227,4.890143,3.874116,3.908640,3.931304,3.982797,3.906321,4.052162,4.129370,4.207372,4.281923
2008-04-23,4.318829,4.380489,4.436128,4.485951,4.530409,4.570050,4.605436,4.637099,4.665518,4.691118,3.942061,4.714265,4.735274,4.754414,4.771915,4.787974,4.802758,4.816410,4.829055,4.840799,4.851735,3.935167,4.861942,3.861385,3.918746,3.931069,3.972713,3.904203,4.034122,4.105476,4.179462,4.251434
2008-04-22,4.333554,4.394274,4.449235,4.498549,4.542611,4.581934,4.617057,4.648499,4.676728,4.702161,4.003266,4.725161,4.746039,4.765060,4.782454,4.798415,4.813109,4.826679,4.839248,4.850921,4.861791,4.003971,4.871937,3.873359,3.975678,3.974591,4.005805,3.939631,4.060021,4.126645,4.197557,4.267514
2008-04-21,4.307858,4.366541,4.421454,4.472518,4.519798,4.563451,4.603683,4.640729,4.674833,4.706239,3.868029,4.735179,4.761875,4.786532,4.809338,4.830465,4.850070,4.868294,4.885264,4.901095,4.915889,3.857903,4.929737,3.907602,3.881193,3.925754,3.983041,3.890726,4.047110,4.113898,4.180682,4.245699
2008-04-18,4.316580,4.374364,4.428791,4.479728,4.527182,4.571249,4.612086,4.649879,4.684834,4.717160,3.880293,4.747065,4.774747,4.800395,4.824183,4.846276,4.866822,4.885957,4.903805,4.920479,4.936080,3.877367,4.950700,3.909270,3.902882,3.946868,4.002179,3.896548,4.063745,4.128020,4.192571,4.255772
2008-04-17,4.271804,4.337160,4.397005,4.451521,4.501036,4.545946,4.586672,4.623627,4.657205,4.687768,3.801878,4.715644,4.741128,4.764483,4.785940,4.805704,4.823954,4.840847,4.856523,4.871104,4.884696,3.755204,4.897393,3.897920,3.768756,3.818046,3.886969,3.858672,3.965113,4.045897,4.125305,4.201014
2008-04-16,4.193329,4.261141,4.323096,4.379393,4.430391,4.476530,4.518270,4.556064,4.590336,4.621476,3.772852,4.649837,4.675731,4.699436,4.721194,4.741220,4.759700,4.776798,4.792657,4.807403,4.821145,3.691869,4.833980,3.912028,3.687897,3.729549,3.796441,3.856309,3.875548,3.958732,4.041077,4.119767
2008-04-15,4.164271,4.232662,4.294795,4.350963,4.401611,4.447244,4.488378,4.525508,4.559088,4.589531,3.752198,4.617205,4.642432,4.665495,4.686643,4.706090,4.724024,4.740607,4.755982,4.770272,4.783586,3.655299,4.796020,3.915512,3.645994,3.687598,3.756729,3.850213,3.838740,3.924682,4.009285,4.089631
2008-04-14,4.129412,4.199939,4.263615,4.320855,4.372215,4.418292,4.459674,4.496909,4.530497,4.560880,3.714968,4.588449,4.613545,4.636461,4.657454,4.676743,4.694521,4.710953,4.726182,4.740332,4.753514,3.597639,4.765820,3.910941,3.582732,3.626009,3.699880,3.832561,3.787463,3.878707,3.967873,4.051912
2008-04-11,4.099048,4.169461,4.232959,4.289979,4.341095,4.386915,4.428038,4.465019,4.498362,4.528512,3.690236,4.555860,4.580748,4.603470,4.624281,4.643402,4.661023,4.677308,4.692399,4.706422,4.719484,3.568278,4.731678,3.893124,3.551619,3.594522,3.668587,3.811998,3.756521,3.848080,3.937453,4.021575
2008-04-10,4.148774,4.218626,4.281512,4.337910,4.388417,4.433656,4.474232,4.510703,4.543573,4.573286,3.708450,4.600232,4.624750,4.647130,4.667627,4.686457,4.703808,4.719843,4.734703,4.748510,4.761371,3.599625,4.773377,3.897065,3.591353,3.639438,3.716544,3.821203,3.806103,3.898369,3.987864,4.071749
2008-04-09,4.216300,4.282679,4.342199,4.395410,4.442942,4.485432,4.523481,4.557639,4.588393,4.616172,3.729275,4.641349,4.664246,4.685139,4.704268,4.721838,4.738026,4.752984,4.766845,4.779722,4.791716,3.648584,4.802913,3.885838,3.656783,3.713590,3.794370,3.821915,3.884399,3.975174,4.062049,4.142724
2008-04-08,4.196961,4.263578,4.323861,4.378184,4.427043,4.470973,4.510507,4.546144,4.578340,4.607504,3.744603,4.633996,4.658134,4.680192,4.700411,4.719000,4.736139,4.751985,4.766674,4.780326,4.793045,3.665186,4.804922,3.890143,3.667662,3.716730,3.790161,3.831261,3.874222,3.960663,4.044735,4.123894
2008-04-07,4.186460,4.252004,4.311431,4.365076,4.413399,4.456908,4.496109,4.531482,4.563468,4.592462,3.741183,4.618817,4.642840,4.664804,4.684943,4.703463,4.720542,4.736336,4.750979,4.764589,4.777270,3.666462,4.789112,3.878646,3.669680,3.717528,3.788910,3.823029,3.870713,3.955004,4.037173,4.114720
2008-04-04,4.138629,4.207837,4.270608,4.327273,4.378309,4.424250,4.465629,4.502956,4.536698,4.567276,3.712733,4.595063,4.620387,4.643536,4.664758,4.684271,4.702265,4.718902,4.734326,4.748662,4.762018,3.614916,4.774490,3.879873,3.607079,3.651061,3.722726,3.812884,3.807074,3.895021,3.981275,4.062944
2008-04-03,4.187031,4.257000,4.320390,4.377566,4.429030,4.475332,4.517021,4.554616,4.588593,4.619379,3.733137,4.647351,4.672842,4.696140,4.717499,4.737137,4.755245,4.771988,4.787509,4.801936,4.815376,3.642309,4.827926,3.893824,3.639915,3.688109,3.763022,3.829111,3.849878,3.939768,4.027538,4.110399
2008-04-02,4.155546,4.222051,4.282406,4.336924,4.386056,4.430307,4.470185,4.506174,4.538720,4.568224,3.742762,4.595044,4.619493,4.641846,4.662343,4.681192,4.698575,4.714650,4.729553,4.743406,4.756313,3.650998,4.768365,3.900587,3.644592,3.687327,3.756306,3.837274,3.837302,3.921697,4.004466,4.082861
2008-04-01,4.155037,4.224955,4.289049,4.347472,4.400549,4.448696,4.492356,4.531972,4.567966,4.600724,3.731749,4.630602,4.657914,4.682943,4.705937,4.727116,4.746672,4.764775,4.781573,4.797197,4.811762,3.648030,4.825368,3.874032,3.642533,3.683602,3.750665,3.817157,3.830545,3.914974,3.998919,4.079460
2008-03-31,4.130928,4.205448,4.273528,4.335382,4.391408,4.442089,4.487936,4.529445,4.567087,4.601290,3.699265,4.632440,4.660883,4.686921,4.710822,4.732822,4.753124,4.771909,4.789333,4.805535,4.820634,3.595545,4.834738,3.870728,3.583268,3.624923,3.696378,3.802397,3.782342,3.873336,3.963669,4.050096
2008-03-28,4.150853,4.225731,4.294322,4.356799,4.413524,4.464950,4.511560,4.553834,4.592227,4.627158,3.703745,4.659008,4.688116,4.714786,4.739283,4.761844,4.782674,4.801954,4.819843,4.836481,4.851990,3.609927,4.866478,3.861751,3.602129,3.645399,3.717098,3.798653,3.802774,3.893392,3.983474,4.069853
2008-03-27,4.130562,4.208859,4.280453,4.345549,4.404549,4.457951,4.506280,4.550054,4.589762,4.625852,3.686808,4.658730,4.688754,4.716246,4.741484,4.764717,4.786159,4.806000,4.824404,4.841518,4.857468,3.575292,4.872367,3.869067,3.560277,3.602379,3.676203,3.796561,3.765623,3.860614,3.955136,4.045724
2008-03-26,4.082881,4.155044,4.221280,4.281698,4.336607,4.386422,4.431596,4.472582,4.509814,4.543696,3.716549,4.574593,4.602833,4.628709,4.652479,4.674369,4.694581,4.713289,4.730647,4.746792,4.761841,3.601289,4.775900,3.896365,3.578031,3.609843,3.672812,3.825329,3.751659,3.836804,3.922404,4.005046
2008-03-25,4.065106,4.134485,4.197805,4.255272,4.307268,4.354256,4.396722,4.435139,4.469951,4.501563,3.704147,4.530339,4.556601,4.580635,4.602690,4.622985,4.641710,4.659033,4.675099,4.690036,4.703956,3.586924,4.716957,3.889886,3.564557,3.597832,3.661790,3.816258,3.740776,3.825174,3.909259,3.989795
2008-03-20,3.999038,4.074761,4.143673,4.206044,4.262337,4.313094,4.358874,4.400218,4.437625,4.471550,3.625569,4.502397,4.530525,4.556247,4.579836,4.601531,4.621541,4.640046,4.657204,4.673152,4.688013,3.483001,4.701890,3.848348,3.452075,3.486159,3.555801,3.760172,3.642685,3.735668,3.828192,3.916599
2008-03-19,4.010742,4.098505,4.177835,4.249204,4.313276,4.370778,4.422433,4.468921,4.510860,4.548802,3.562109,4.583231,4.614573,4.643193,4.669412,4.693505,4.715709,4.736233,4.755254,4.772928,4.789392,3.388473,4.804764,3.837896,3.353248,3.397137,3.483187,3.728378,3.588781,3.700424,3.810376,3.914474
2008-03-18,4.031010,4.128481,4.216179,4.294758,4.365059,4.427965,4.484334,4.534959,4.580551,4.621740,3.513868,4.659073,4.693027,4.724010,4.752377,4.778432,4.802437,4.824617,4.845170,4.864265,4.882050,3.315790,4.898653,3.834001,3.278815,3.332386,3.433113,3.706436,3.554827,3.682184,3.806577,3.923521
2008-03-17,3.980089,4.078843,4.166996,4.245452,4.315242,4.377391,4.432862,4.482519,4.527122,4.567332,3.448498,4.603719,4.636767,4.666895,4.694457,4.719757,4.743055,4.764577,4.784513,4.803032,4.820278,3.223791,4.836377,3.818591,3.183533,3.243596,3.353718,3.670426,3.484519,3.619382,3.749390,3.870195
2008-03-14,3.990701,4.084634,4.169139,4.244844,4.312554,4.373126,4.427389,4.476110,4.519980,4.559605,3.533712,4.595516,4.628171,4.657967,4.685245,4.710298,4.733379,4.754705,4.774465,4.792824,4.809922,3.323428,4.825885,3.866108,3.277076,3.322940,3.417025,3.734065,3.532850,3.654914,3.774520,3.887131
2008-03-13,3.965753,4.058749,4.142074,4.216459,4.282788,4.341974,4.394883,4.442306,4.484946,4.523415,3.518671,4.558247,4.589898,4.618762,4.645175,4.669425,4.691760,4.712393,4.731509,4.749267,4.765804,3.295038,4.781242,3.874183,3.245465,3.292302,3.388579,3.732706,3.506458,3.629919,3.750166,3.862744
2008-03-12,3.990666,4.079823,4.160215,4.232377,4.297028,4.354948,4.406899,4.453592,4.495672,4.533706,3.568441,4.568196,4.599573,4.628213,4.654440,4.678533,4.700733,4.721249,4.740260,4.757924,4.774377,3.369600,4.789737,3.879864,3.323848,3.364833,3.451645,3.756364,3.559516,3.673837,3.786331,3.892618
2008-03-11,4.016919,4.109279,4.192378,4.266830,4.333429,4.393014,4.446401,4.494341,4.537512,4.576510,3.562391,4.611855,4.643999,4.673330,4.700184,4.724848,4.747571,4.768567,4.788022,4.806097,4.822932,3.357821,4.838649,3.886848,3.313614,3.359519,3.452475,3.757887,3.566589,3.686711,3.804351,3.915084
2008-03-10,4.012400,4.108093,4.193112,4.268477,4.335293,4.394630,4.447473,4.494691,4.537043,4.575181,3.486198,4.609661,4.640957,4.669473,4.695549,4.719479,4.741511,4.761858,4.780706,4.798211,4.814512,3.256108,4.829728,3.870993,3.217171,3.280077,3.392387,3.716422,3.524041,3.658417,3.786854,3.905320
2008-03-07,4.038460,4.131142,4.213362,4.286159,4.350636,4.407854,4.458777,4.504258,4.545038,4.581750,3.512325,4.614934,4.645049,4.672485,4.697572,4.720592,4.741786,4.761359,4.779488,4.796326,4.812006,3.291374,4.826641,3.886518,3.257071,3.321386,3.432953,3.735874,3.562529,3.694080,3.819347,3.934559
2008-03-06,4.052575,4.142773,4.222423,4.292678,4.354709,4.409619,4.458390,4.501881,4.540828,4.575856,3.519822,4.607496,4.636194,4.662328,4.686218,4.708134,4.728309,4.746938,4.764192,4.780216,4.795137,3.296746,4.809064,3.905837,3.266173,3.335024,3.449979,3.749768,3.581302,3.713090,3.837426,3.950903
2008-03-05,4.060146,4.150233,4.229588,4.299441,4.361021,4.415462,4.463771,4.506817,4.545344,4.579980,3.488797,4.611255,4.639615,4.665437,4.689039,4.710689,4.730616,4.749017,4.766059,4.781885,4.796622,3.274667,4.810377,3.870164,3.252885,3.328955,3.449271,3.715263,3.584286,3.718433,3.844136,3.958280
2008-03-04,4.023553,4.113521,4.192890,4.262839,4.324564,4.379174,4.427663,4.470889,4.509591,4.544393,3.474364,4.575825,4.604332,4.630291,4.654019,4.675787,4.695823,4.714326,4.731461,4.747376,4.762194,3.256128,4.776026,3.856924,3.229671,3.301605,3.418668,3.701929,3.551310,3.683830,3.808486,3.922008
2008-03-03,4.019212,4.109208,4.188241,4.257639,4.318694,4.372585,4.420345,4.462861,4.500885,4.535049,3.437150,4.565885,4.593838,4.619284,4.642538,4.663867,4.683497,4.701622,4.718407,4.733996,4.748510,3.215538,4.762057,3.837005,3.195045,3.275209,3.399802,3.674157,3.538294,3.674898,3.802133,3.917076
2008-02-29,4.061381,4.148550,4.224454,4.290654,4.348586,4.399511,4.444499,4.484452,4.520120,4.552126,3.417451,4.580986,4.607130,4.630918,4.652648,4.672574,4.690911,4.707839,4.723515,4.738072,4.751626,3.202319,4.764277,3.834427,3.198834,3.295518,3.432481,3.662527,3.578726,3.719193,3.847414,3.961403
2008-02-28,4.158177,4.241465,4.314145,4.377656,4.433326,4.482329,4.525666,4.564186,4.598598,4.629492,3.502037,4.657361,4.682614,4.705595,4.726592,4.745848,4.763569,4.779930,4.795082,4.809152,4.822252,3.324568,4.834480,3.859447,3.332935,3.429180,3.560509,3.711447,3.699491,3.832734,3.954457,4.062872
